x, y
-8.34, 0.8202634745319404
-8.32, 0.755471982959619
-8.3, 0.681464464182234
-8.28, 0.5986761909415531
-8.26, 0.5076264886542139
-8.24, 0.40893366129084385
-8.22, 0.3033350046270927
-8.2, 0.19171170166662824
-8.18, 0.07511780333804864
-8.16, -0.04518823591331922
-8.14, -0.16771185062596486
-8.120000000000001, -0.2906937899218366
-8.1, -0.4120888888798573
-8.08, -0.5295571700389919
-8.06, -0.6404727380420432
-8.04, -0.7419559356047439
-8.02, -0.8309335805594406
-8.0, -0.9042306573263694
-7.98, -0.958694526692914
-7.96, -0.991349602898825
-7.9399999999999995, -0.9995767392270454
-7.92, -0.981307637516368
-7.9, -0.9352209633103621
-7.88, -0.8609240861372127
-7.859999999999999, -0.7591030248489707
-7.84, -0.6316236724464717
-7.82, -0.481569875238517
-7.8, -0.31320831874279764
-7.779999999999999, -0.13187599537186143
-7.76, 0.05620737727426614
-7.74, 0.24419305577992814
-7.720000000000001, 0.42490841415297537
-7.7, 0.5911945802989678
-7.68, 0.7362552053905633
-7.66, 0.8539945809418584
-7.640000000000001, 0.9393247286353337
-7.62, 0.988423979446445
-7.6, 0.9989334627159685
-7.58, 0.9700823507992986
-7.5600000000000005, 0.9027372110228675
-7.54, 0.799375063372542
-7.52, 0.6639835054805323
-7.5, 0.5018944302756038
-7.48, 0.3195603944523031
-7.46, 0.12428461955246209
-7.4399999999999995, -0.07608303147523356
-7.42, -0.27347091123398626
-7.4, -0.4599177119667982
-7.38, -0.6278983607817444
-7.359999999999999, -0.7706306896087433
-7.34, -0.8823507993897733
-7.32, -0.9585463533190279
-7.3, -0.9961387208871937
-7.279999999999999, -0.9936069098145306
-7.26, -0.9510485061804008
-7.24, -0.8701753172366596
-7.220000000000001, -0.7542439861602496
-7.2, -0.6079244240511729
-7.18, -0.4371113788726002
-7.16, -0.24868673267512462
-7.140000000000001, -0.05024209334594562
-7.12, 0.15022715700944517
-7.1, 0.3446440448427002
-7.08, 0.5251754507858534
-7.0600000000000005, 0.6845477154692465
-7.04, 0.8163396965027423
-7.02, 0.9152414737155328
-7.0, 0.9772682820023552
-6.98, 0.9999210534064259
-6.96, 0.9822871208927333
-6.9399999999999995, 0.9250769737991134
-6.92, 0.8305956373071197
-6.9, 0.7026498096962595
-6.88, 0.5463944982836395
-6.859999999999999, 0.3681253315173704
-6.84, 0.17502491169050877
-6.82, -0.025126578126035748
-6.8, -0.22426486266874063
-6.779999999999999, -0.4143665419064172
-6.76, -0.5877724629391613
-6.74, -0.7374964904898968
-6.720000000000001, -0.8575072602902519
-6.7, -0.9429715852252291
-6.68, -0.990449717978598
-6.66, -0.9980345904954235
-6.640000000000001, -0.9654293689764234
-6.62, -0.8939600915494008
-6.6, -0.7865226967063205
-6.58, -0.6474663064962357
-6.5600000000000005, -0.4824171073915798
-6.54, -0.29804949228344296
-6.52, -0.1018132216061094
-6.5, 0.09837282279330946
-6.48, 0.29444822119027536
-6.46, 0.478546723544794
-6.4399999999999995, 0.6433261109783832
-6.42, 0.7822779148292919
-6.4, 0.890002861836756
-6.38, 0.9624386499362817
-6.359999999999999, 0.9970280596504468
-6.34, 0.9928175619377356
-6.32, 0.9504795554442452
-6.3, 0.872255149902639
-6.279999999999999, 0.7618189012988478
-6.26, 0.6240718611503019
-6.24, 0.46487435038315034
-6.220000000000001, 0.2907345133343124
-6.2, 0.10847239209562556
-6.18, -0.07511854853381143
-6.16, -0.2535902291748857
-6.140000000000001, -0.42111868699427646
-6.12, -0.5727261204347991
-6.1, -0.7044350365848691
-6.08, -0.8133496397383131
-6.0600000000000005, -0.897666107932455
-6.04, -0.9566192705995423
-6.02, -0.9903777549847329
-6.0, -0.9999024804409667
-5.98, -0.9867843094450084
-5.96, -0.9530758578412158
-5.94, -0.9011302924725744
-5.92, -0.8334568976520456
-5.9, -0.7525997939384402
-5.88, -0.6610429031738687
-5.86, -0.5611414143455135
-5.84, -0.4550778165020706
-5.82, -0.34483909527907536
-5.8, -0.23221090030545904
-5.78, -0.11878427427933824
-5.76, -0.005970749894215199
-5.74, 0.10497787694727002
-5.72, 0.21294812948021397
-5.7, 0.3169441061585633
-5.68, 0.416069035850716
-5.66, 0.5095101340400132
-5.64, 0.5965272345351281
-5.62, 0.6764452505805125
-5.6, 0.7486502049536163
-5.58, 0.8125883530570823
-5.56, 0.8677677943550741
-5.54, 0.9137619117372073
-5.52, 0.9502139806335773
-5.5, 0.9768423351677686
-5.48, 0.9934455533872698
-5.46, 0.9999072151638354
-5.44, 0.996199884130634
-5.42, 0.9823880606533263
-5.4, 0.958629940287854
-5.38, 0.9251778876897978
-5.36, 0.8823775977561032
-5.34, 0.8306659637899981
-5.32, 0.7705677077747543
-5.3, 0.7026908522627352
-5.28, 0.6277211291183664
-5.26, 0.5464154295998844
-5.24, 0.4595944050134012
-5.22, 0.3681343290623606
-5.2, 0.27295833328115987
-5.18, 0.175027126425837
-5.16, 0.07532930789777154
-5.14, -0.02512861557067929
-5.12, -0.12533240159796538
-5.1, -0.22427032478372172
-5.08, -0.3209434040590351
-5.06, -0.41437550011982005
-5.04, -0.5036231804531177
-5.02, -0.5877852522924739
-5.0, -0.6660118674342524
-4.98, -0.7375131274517955
-4.96, -0.8015670174037285
-4.94, -0.8575267249742212
-4.92, -0.9048271704175512
-4.9, -0.9429907097234774
-4.88, -0.971631952445774
-4.86, -0.9904616440879395
-4.84, -0.9992895717272254
-4.82, -0.9980264605714443
-4.8, -0.986684838291599
-4.78, -0.9653788532020559
-4.76, -0.9343230416709897
-4.74, -0.8938300496214144
-4.72, -0.8443073228186199
-4.7, -0.7862527911519974
-4.68, -0.7202495837633108
-4.66, -0.6469598252302271
-4.64, -0.5671175787492636
-4.62, -0.4815210210482237
-4.6, -0.3910239561494246
-4.58, -0.29652680137094106
-4.56, -0.19896720887299807
-4.54, -0.09931051869771035
-4.52, 0.0014597272423535756
-4.5, 0.10235094933272233
-4.48, 0.20237008639630172
-4.46, 0.30053124361748407
-4.44, 0.39586213533572295
-4.42, 0.48740905273043555
-4.4, 0.574240143271659
-4.38, 0.6554468809960606
-4.36, 0.7301437380258669
-4.34, 0.7974662397847746
-4.32, 0.8565677975102858
-4.3, 0.9066159565371303
-4.28, 0.9467889674688498
-4.26, 0.9762738643389599
-4.24, 0.9942674972874038
-4.22, 0.9999821876886495
-4.2, 0.9926578131904289
-4.18, 0.9715821423243872
-4.16, 0.936121069639875
-4.14, 0.885759995877816
-4.12, 0.8201569009822993
-4.1, 0.7392066340480066
-4.08, 0.6431145882834418
-4.06, 0.532476284456331
-4.04, 0.40835756235369486
-4.02, 0.27236826150087096
-4.0, 0.12672071805989987
-3.9800000000000004, -0.025736574254651673
-3.96, -0.18151987231085703
-3.9400000000000004, -0.3365543019759577
-3.92, -0.48626740726005124
-3.9000000000000004, -0.6257346280126179
-3.88, -0.7498744312648605
-3.8600000000000003, -0.8536854753337932
-3.84, -0.9325129187918706
-3.8200000000000003, -0.9823265287079358
-3.8, -0.9999902751130886
-3.7800000000000002, -0.98350212304062
-3.76, -0.9321839712620924
-3.74, -0.8468050334906118
-3.7199999999999998, -0.7296270032914038
-3.7, -0.5843654535868402
-3.6799999999999997, -0.4160683562995011
-3.66, -0.23091865292272973
-3.6399999999999997, -0.035972882220769914
-3.62, 0.16114840102397252
-3.5999999999999996, 0.3526004574801803
-3.58, 0.5306657202041001
-3.5599999999999996, 0.688098454584355
-3.54, 0.8184459973719971
-3.5199999999999996, 0.9163320529395386
-3.5, 0.9776901631604834
-3.4800000000000004, 0.9999383261921777
-3.46, 0.9820886629720866
-3.4400000000000004, 0.9247889154520524
-3.42, 0.8302953430487411
-3.4000000000000004, 0.7023792207351225
-3.38, 0.54617159797927
-3.3600000000000003, 0.3679532139013224
-3.34, 0.17489843493598062
-3.3200000000000003, -0.025216265328574378
-3.3, -0.22432748348873516
-3.2800000000000002, -0.41441106312867937
-3.26, -0.5878062220112659
-3.24, -0.7375246814328984
-3.2199999999999998, -0.8575324498037155
-3.2, -0.9429929979343609
-3.1799999999999997, -0.9904620978985683
-3.16, -0.9980265239263757
-3.1399999999999997, -0.9653810577679975
-3.12, -0.8938407130655123
-3.0999999999999996, -0.7862876938718346
-3.08, -0.6470552261569438
-3.0599999999999996, -0.4817529413612715
-3.04, -0.29704084458737906
-3.0199999999999996, -0.10036097131715144
-3.0, 0.10036245838522231
-2.9800000000000004, 0.2970422951540791
-2.96, 0.48175432897185183
-2.9400000000000004, 0.6470565313480241
-2.92, 0.7862888938673226
-2.9000000000000004, 0.8938417592310097
-2.88, 0.9653818337617341
-2.8600000000000003, 0.9980267753517988
-2.84, 0.9904613227247016
-2.8200000000000003, 0.9429902871741669
-2.8, 0.857526271749057
-2.7800000000000002, 0.7375126126769136
-2.76, 0.5877846477081028
-2.74, 0.4143749008644446
-2.7199999999999998, 0.22427003267839224
-2.7, 0.025129348372160965
-2.6799999999999997, -0.1750237947472207
-2.66, -0.3681252475132162
-2.6399999999999997, -0.5463949726248318
-2.62, -0.7026505015343714
-2.5999999999999996, -0.8305963153527257
-2.58, -0.9250774906458437
-2.5599999999999996, -0.9822873907598155
-2.54, -0.9999210348128452
-2.5199999999999996, -0.9772679651334859
-2.5, -0.9152408715257908
-2.4800000000000004, -0.8163388190927297
-2.46, -0.6845465611650103
-2.4400000000000004, -0.5251739940068653
-2.42, -0.34464222165187164
-2.4000000000000004, -0.15022485029417063
-2.38, 0.05024506454305122
-2.3600000000000003, 0.24869061099393328
-2.34, 0.4371164387828105
-2.3200000000000003, 0.6079308910491591
-2.3, 0.7542518714071409
-2.2800000000000002, 0.8701841228879614
-2.26, 0.9510567472255058
-2.24, 0.9936113948581173
-2.2199999999999998, 0.9961335434910646
-2.2, 0.9585215760201677
-2.1799999999999997, 0.88229087467428
-2.16, 0.7705127664240518
-2.1399999999999997, 0.62769077954006
-2.12, 0.4595791969106169
-2.0999999999999996, 0.2729512165870652
-2.08, 0.07532606034390854
-2.0599999999999996, -0.12533397497870635
-2.04, -0.3209443175804809
-2.0199999999999996, -0.5036238472517907
-2.0, -0.6660124248812376
-1.9800000000000004, -0.801567431689338
-1.9600000000000009, -0.9048273706536875
-1.9399999999999995, -0.9716319096518006
-1.92, -0.9992895008064543
-1.9000000000000004, -0.9866858226676717
-1.8800000000000008, -0.934328676107196
-1.8599999999999994, -0.8443275250745695
-1.8399999999999999, -0.7203085065156116
-1.8200000000000003, -0.5672683336947769
-1.8000000000000007, -0.3913729791412286
-1.7799999999999994, -0.19970924826163766
-1.7599999999999998, 7.473071775565554e-07
-1.7400000000000002, 0.19971071276706487
-1.7200000000000006, 0.3913743545329577
-1.6999999999999993, 0.5672695645584193
-1.6799999999999997, 0.7203095432598
-1.6600000000000001, 0.8443283259289892
-1.6400000000000006, 0.9343292088055063
-1.6199999999999992, 0.9866860657475134
-1.5999999999999996, 0.9992894444741663
-1.58, 0.9716315561770046
-1.5600000000000005, 0.9048267342778463
-1.5399999999999991, 0.8015665380519674
-1.5199999999999996, 0.6660113099868936
-1.5, 0.5036225560194496
-1.4800000000000004, 0.3209429020337586
-1.4600000000000009, 0.12533249214983186
-1.4399999999999995, -0.07532755071191516
-1.42, -0.27295265444743316
-1.4000000000000004, -0.45958052433210256
-1.3800000000000008, -0.6276919430409909
-1.3599999999999994, -0.770513719127097
-1.3399999999999999, -0.8822915781951342
-1.3200000000000003, -0.958522002014049
-1.3000000000000007, -0.9961336747947243
-1.2799999999999994, -0.9936112261813445
-1.2599999999999998, -0.9510562853642703
-1.2400000000000002, -0.8701833864506037
-1.2200000000000006, -0.7542508900646451
-1.1999999999999993, -0.6079297043397116
-1.1799999999999997, -0.4371150945188107
-1.1600000000000001, -0.2486891633356367
-1.1400000000000006, -0.05024357181645908
-1.1199999999999992, 0.15022632794726035
-1.0999999999999996, 0.34464362469697074
-1.08, 0.5251752659154336
-1.0600000000000005, 0.6845476506919853
-1.0399999999999991, 0.8163396823411831
-1.0199999999999996, 0.9152414737155335
-1.0, 0.9772682820023556
-0.9800000000000004, 0.9999210534064259
-0.9600000000000009, 0.9822871208927331
-0.9399999999999995, 0.9250769737991125
-0.9199999999999999, 0.8305956373071184
-0.9000000000000004, 0.7026498096962577
-0.8800000000000008, 0.5463944982836376
-0.8599999999999994, 0.36812533151736837
-0.8399999999999999, 0.17502491169050657
-0.8200000000000003, -0.025126578126037996
-0.8000000000000007, -0.22426486266874288
-0.7799999999999994, -0.41436654190641925
-0.7599999999999998, -0.5877724629391633
-0.7400000000000002, -0.7374964904898983
-0.7200000000000006, -0.857507260290253
-0.6999999999999993, -0.9429715852252298
-0.6799999999999997, -0.9904497179785984
-0.6600000000000001, -0.9980345904954234
-0.6400000000000006, -0.9654293689764228
-0.6199999999999992, -0.8939600915493998
-0.5999999999999996, -0.786522696706319
-0.5800000000000001, -0.6474663064962343
-0.5600000000000005, -0.4824171073915779
-0.5399999999999991, -0.29804949228344096
-0.5199999999999996, -0.10181322160610737
-0.5, 0.09837282279331144
-0.4800000000000004, 0.29444822119027725
-0.46000000000000085, 0.4785467235447957
-0.4399999999999995, 0.6433261109783848
-0.41999999999999993, 0.7822779148292929
-0.40000000000000036, 0.8900028618367569
-0.3800000000000008, 0.9624386499362823
-0.35999999999999943, 0.997028059650447
-0.33999999999999986, 0.9928175619377355
-0.3200000000000003, 0.9504795554442448
-0.3000000000000007, 0.8722551499026381
-0.27999999999999936, 0.7618189012988466
-0.2599999999999998, 0.6240718611503001
-0.2400000000000002, 0.4648743503831485
-0.22000000000000064, 0.2907345133343102
-0.1999999999999993, 0.1084723920956234
-0.17999999999999972, -0.0751185485338136
-0.16000000000000014, -0.2535902291748878
-0.14000000000000057, -0.42111868699427846
-0.11999999999999922, -0.5727261204348009
-0.09999999999999964, -0.7044350365848707
-0.08000000000000007, -0.8133496397383144
-0.0600000000000005, -0.897666107932456
-0.03999999999999915, -0.9566192705995429
-0.019999999999999574, -0.9903777549847333
0.0, -0.9999024804409669
0.019999999999999574, -0.986784309445008
0.03999999999999915, -0.9530758578412151
0.0600000000000005, -0.9011302924725735
0.08000000000000007, -0.8334568976520442
0.09999999999999964, -0.7525997939384387
0.11999999999999922, -0.6610429031738669
0.14000000000000057, -0.5611414143455115
0.16000000000000014, -0.4550778165020684
0.17999999999999972, -0.344839095279073
0.1999999999999993, -0.2322109003054566
0.22000000000000064, -0.11878427427933573
0.2400000000000002, -0.005970749894212701
0.2599999999999998, 0.10497787694727251
0.27999999999999936, 0.2129481294802164
0.3000000000000007, 0.3169441061585657
0.3200000000000003, 0.4160690358507183
0.33999999999999986, 0.5095101340400154
0.35999999999999943, 0.5965272345351301
0.3800000000000008, 0.6764452505805144
0.40000000000000036, 0.748650204953618
0.41999999999999993, 0.8125883530570839
0.4399999999999995, 0.8677677943550755
0.46000000000000085, 0.9137619117372084
0.4800000000000004, 0.950213980633578
0.5, 0.9768423351677693
0.5199999999999996, 0.99344555338727
0.5399999999999991, 0.9999072151638353
0.5600000000000005, 0.9961998841306339
0.5800000000000001, 0.982388060653326
0.5999999999999996, 0.9586299402878532
0.6199999999999992, 0.9251778876897968
0.6400000000000006, 0.8823775977561022
0.6600000000000001, 0.8306659637899967
0.6799999999999997, 0.7705677077747526
0.6999999999999993, 0.7026908522627333
0.7200000000000006, 0.6277211291183645
0.7400000000000002, 0.5464154295998824
0.7599999999999998, 0.45959440501339904
0.7799999999999994, 0.3681343290623583
0.8000000000000007, 0.2729583332811575
0.8200000000000003, 0.17502712642583457
0.8399999999999999, 0.07532930789776907
0.8599999999999994, -0.02512861557068176
0.8800000000000008, -0.12533240159796782
0.9000000000000004, -0.2242703247837242
0.9199999999999999, -0.32094340405903743
0.9399999999999995, -0.4143755001198223
0.9600000000000009, -0.5036231804531198
0.9800000000000004, -0.5877852522924758
1.0, -0.6660118674342541
1.0199999999999996, -0.7375131173581762
1.0399999999999991, -0.8015669848708786
1.0600000000000005, -0.8575266561936541
1.08, -0.9048270524660211
1.0999999999999996, -0.9429905358928655
1.1199999999999992, -0.9716317329146749
1.1400000000000006, -0.9904614256966519
1.1600000000000001, -0.9992894726405893
1.1799999999999997, -0.9980267284282714
1.1999999999999993, -0.9866859442078676
1.2200000000000006, -0.9653816388332731
1.2400000000000002, -0.9343289424566109
1.2599999999999998, -0.8938414241512623
1.2799999999999994, -0.8443279255020134
1.3000000000000007, -0.786288432136617
1.3200000000000003, -0.7203090248879045
1.3399999999999999, -0.6470559615694418
1.3599999999999994, -0.5672689491267537
1.3800000000000008, -0.4817536741017123
1.4000000000000004, -0.3913736668371993
1.42, -0.2970415815770317
1.4399999999999995, -0.19970998051440364
1.4600000000000009, -0.10036171485121145
1.4800000000000004, 3.4555691641457997e-15
1.5, 0.10036171485121834
1.5199999999999996, 0.1997099805144104
1.5399999999999991, 0.29704158157703825
1.5600000000000005, 0.39137366683720565
1.58, 0.4817536741017184
1.5999999999999996, 0.5672689491267594
1.6199999999999992, 0.6470559615694471
1.6400000000000006, 0.7203090248879093
1.6600000000000001, 0.7862884321366211
1.6799999999999997, 0.8443279255020171
1.6999999999999993, 0.8938414241512654
1.7200000000000006, 0.9343289424566135
1.7400000000000002, 0.965381638833275
1.7599999999999998, 0.9866859442078686
1.7799999999999994, 0.998026728428272
1.8000000000000007, 0.9992894726405891
1.8200000000000003, 0.9904614256966506
1.8399999999999999, 0.9716317329146732
1.8599999999999994, 0.9429905358928634
1.8800000000000008, 0.9048270524660179
1.9000000000000004, 0.8575266561936505
1.92, 0.8015669848708743
1.9399999999999995, 0.7375131173581715
1.9600000000000009, 0.666011867434249
1.9800000000000004, 0.5877852522924701
2.0, 0.5036232016357577
2.0199999999999996, 0.4143755809932808
2.039999999999999, 0.32094360980720604
2.0600000000000005, 0.22427076094937762
2.08, 0.1253332335643006
2.0999999999999996, 0.02513009544333379
2.119999999999999, -0.0753268055279364
2.1400000000000006, -0.1750230589752797
2.16, -0.2729519355173288
2.1799999999999997, -0.36812455268468147
2.1999999999999993, -0.45957986062149125
2.2200000000000006, -0.5463943467342723
2.24, -0.6276913612907035
2.26, -0.7026499697988517
2.2799999999999994, -0.7705132427757917
2.3000000000000007, -0.8305958991958149
2.3200000000000003, -0.8822912264349551
2.34, -0.9250772068344595
2.3599999999999994, -0.9585217890173771
2.380000000000001, -0.9822872507286895
2.4000000000000004, -0.996133609143173
2.42, -0.9999210442038162
2.4399999999999995, -0.9936113105200082
2.460000000000001, -0.9772681235681926
2.4800000000000004, -0.9510565162951525
2.5, -0.9152411726209162
2.5199999999999996, -0.8701837546695238
2.539999999999999, -0.8163392507171817
2.5600000000000005, -0.7542513807361013
2.58, -0.684547105928686
2.5999999999999996, -0.6079302976946024
2.619999999999999, -0.5251746299612925
2.6400000000000006, -0.43711576665092955
2.66, -0.34464292317451356
2.6799999999999997, -0.2486898871648512
2.6999999999999993, -0.15022558912075337
2.7200000000000006, -0.05024431817976582
2.74, 0.0502443181797733
2.76, 0.15022558912076078
2.7799999999999994, 0.24868988716485846
2.8000000000000007, 0.3446429231745206
2.8200000000000003, 0.4371157666509363
2.84, 0.5251746299612989
2.8599999999999994, 0.6079302976946085
2.880000000000001, 0.6845471059286915
2.9000000000000004, 0.7542513807361064
2.92, 0.8163392507171863
2.9399999999999995, 0.8701837546695277
2.960000000000001, 0.9152411726209191
2.9800000000000004, 0.9510565162951548
3.0, 0.9772681235681944
3.0199999999999996, 0.9936113122067766
3.039999999999999, 0.9999210448875506
3.0600000000000005, 0.9961335973974565
3.08, 0.9822871988193164
3.0999999999999996, 0.9585216401524601
3.119999999999999, 0.9250768543019858
3.1400000000000006, 0.8822904803854595
3.16, 0.8305944351285399
3.1799999999999997, 0.770510523686648
3.1999999999999993, 0.7026451315117812
3.2200000000000006, 0.6276830479075901
3.24, 0.5463804807742395
3.26, 0.4595573309079146
3.2799999999999994, 0.3680888033412767
3.3000000000000007, 0.2728964429185793
3.3200000000000003, 0.17493869196822176
3.34, 0.07520107993826118
3.3599999999999994, -0.025313831516108845
3.380000000000001, -0.12559660916958676
3.4000000000000004, -0.22464105896416714
3.42, -0.32145411368940746
3.4399999999999995, -0.41506530755143567
3.460000000000001, -0.5045356334367256
3.4800000000000004, -0.5889655702108858
3.5, -0.6675020682605156
3.5199999999999996, -0.7393442959038429
3.539999999999999, -0.8037479817056705
3.5600000000000005, -0.8600282423320974
3.58, -0.9075608657430452
3.5999999999999996, -0.9457821271506973
3.619999999999999, -0.9741873500653527
3.6400000000000006, -0.9923285840116329
3.66, -0.9998119480583871
3.6799999999999997, -0.9962953755473195
3.6999999999999993, -0.981487676872799
3.7200000000000006, -0.9551499963263681
3.74, -0.9171008540677467
3.76, -0.8672260090545862
3.7799999999999994, -0.80549432297321
3.8000000000000007, -0.7319806154208826
3.8200000000000003, -0.646896142442051
3.84, -0.5506267729362675
3.8599999999999994, -0.4437781593244625
3.880000000000001, -0.32722619842462347
3.9000000000000004, -0.20216988483713996
3.92, -0.07018234414975441
3.9399999999999995, 0.06674547898042349
3.960000000000001, 0.20617513326082482
3.9800000000000004, 0.345212352115128
4.0, 0.48052756905754707
4.02, 0.6084118799680766
4.039999999999999, 0.7248732000468374
4.0600000000000005, 0.8257743968872436
4.08, 0.9070112587129768
4.1, 0.9647236103667925
4.119999999999999, 0.9955282327824202
4.140000000000001, 0.9967581097779136
4.16, 0.9666895764326956
4.18, 0.9047377336476521
4.199999999999999, 0.8116013649815047
4.220000000000001, 0.6893415874868161
4.24, 0.5413833084338409
4.26, 0.3724346842529938
4.279999999999999, 0.1883264450914604
4.300000000000001, -0.004220632421577469
4.32, -0.19788635548901254
4.34, -0.385082101087707
4.359999999999999, -0.5583021448841774
4.380000000000001, -0.7104748036588456
4.4, -0.8352938996296093
4.42, -0.9275133164309418
4.4399999999999995, -0.9831905118608261
4.460000000000001, -0.9998684032555332
4.48, -0.976688728053873
4.5, -0.914433567974195
4.52, -0.8154950574702897
4.539999999999999, -0.6837762928449589
4.5600000000000005, -0.5245290827496962
4.58, -0.3441364246278641
4.6, -0.1498494533824022
4.619999999999999, 0.05050991720243267
4.640000000000001, 0.24886836649119887
4.66, 0.4372296066539242
4.68, 0.6079987351858215
4.699999999999999, 0.7542895964249012
4.720000000000001, 0.8702029640496347
4.74, 0.9510645257709316
4.76, 0.9936132428909475
4.779999999999999, 0.9961326196918983
4.800000000000001, 0.9585196805314221
4.82, 0.8822889300824391
4.84, 0.7705111668047943
4.859999999999999, 0.6276896271496848
4.880000000000001, 0.4595784521378219
4.9, 0.27295078601553135
4.92, 0.07532584372053311
4.9399999999999995, -0.1253340631395888
4.960000000000001, -0.3209443408024958
4.98, -0.5036238472517924
5.0, -0.666012424881239
5.02, -0.8015674227529744
5.039999999999999, -0.9048273474864726
5.0600000000000005, -0.9716318780319689
5.08, -0.999289490365495
5.1, -0.9866859076128701
5.119999999999999, -0.9343290069487634
5.140000000000001, -0.8443283743402292
5.16, -0.7203103301769141
5.18, -0.5672718466636427
5.199999999999999, -0.391379236488561
5.220000000000001, -0.19971971231073343
5.24, -1.580841929429977e-05
5.26, 0.19968585649355666
5.279999999999999, 0.3913389721664056
5.300000000000001, 0.5672220602342205
5.32, 0.7202501021813297
5.34, 0.8442607605372958
5.359999999999999, 0.9342636865949795
5.380000000000001, 0.9866428553399056
5.4, 0.9993036946487428
5.42, 0.971758904465671
5.4399999999999995, 0.9051492086727856
5.460000000000001, 0.8021977625830311
5.48, 0.6670994717545543
5.5, 0.5053489914001501
5.52, 0.32351360908864185
5.539999999999999, 0.1289595149780053
5.5600000000000005, -0.07045791456735778
5.58, -0.26672730598043926
5.6, -0.4520238517210464
5.619999999999999, -0.6190459661304926
5.640000000000001, -0.7613301006245444
5.66, -0.8735278244574713
5.68, -0.951630180671223
5.699999999999999, -0.9931262489104212
5.720000000000001, -0.997085881540753
5.74, -0.9641607118103479
5.76, -0.8965025959304428
5.779999999999999, -0.7976043039410758
5.800000000000001, -0.6720730116435052
5.82, -0.5253523476087012
5.84, -0.36341276810348266
5.859999999999999, -0.19243230633940242
5.880000000000001, -0.01848990608718218
5.9, 0.1527084775568586
5.92, 0.3160548082085373
5.9399999999999995, 0.4672041349023338
5.960000000000001, 0.6026753110995969
5.98, 0.719888599263303
6.0, 0.8171466968605796
